ID_Venda,Data_Venda,Produto,Categoria,Preço_Unitário,Quantidade,Método_Pagamento,Região,Canal_Venda,Tipo_Cliente,Valor_Total
1510,2023-03-04 21:00:00,Impressora,Impressoras,3334.47,5,Boleto Bancário,Sul,Redes Sociais,Novo,16672.35
1511,2023-03-04 22:00:00,Headphone,Impressoras,265.24,5,Boleto Bancário,Centro-Oeste,Website,Recorrente,1326.2
1512,2023-03-04 23:00:00,Monitor,Fotografia,893.08,2,Cartão de Crédito,Nordeste,Marketplace,Recorrente,1786.16
1513,2023-03-05 00:00:00,Monitor,Fotografia,1455.87,4,PayPal,Nordeste,Marketplace,Novo,5823.48
1514,2023-03-05 01:00:00,Tablet,Acessórios,3956.48,5,Boleto Bancário,Centro-Oeste,Marketplace,Recorrente,19782.4
1515,2023-03-05 02:00:00,Headphone,Eletrônicos,3108.93,4,PayPal,Sul,Redes Sociais,Recorrente,12435.72
1516,2023-03-05 03:00:00,Smartphone,Impressoras,312.77,3,Boleto Bancário,Sudeste,Redes Sociais,Recorrente,938.31
1517,2023-03-05 04:00:00,Tablet,Eletrônicos,3291.05,8,Pix,Sudeste,Website,Novo,26328.4
1518,2023-03-05 05:00:00,Smartwatch,Acessórios,91.25,6,Boleto Bancário,Sudeste,Redes Sociais,Recorrente,547.5
1519,2023-03-05 06:00:00,Headphone,Eletrônicos,1973.79,7,PayPal,Sul,Redes Sociais,Recorrente,13816.529999999999
1520,2023-03-05 07:00:00,Tablet,Eletrônicos,1392.99,1,Pix,Norte,Website,Recorrente,1392.99
1521,2023-03-05 08:00:00,Câmera,Eletrônicos,4267.81,5,Pix,Norte,Redes Sociais,Recorrente,21339.050000000003
1522,2023-03-05 09:00:00,Tablet,Acessórios,3317.5,2,Cartão de Crédito,Nordeste,Website,Novo,6635.0
1523,2023-03-05 10:00:00,Smartphone,Acessórios,4328.2,8,Boleto Bancário,Sudeste,Marketplace,Recorrente,34625.6
1524,2023-03-05 11:00:00,Tablet,Acessórios,144.44,8,Cartão de Crédito,Norte,Redes Sociais,Recorrente,1155.52
1525,2023-03-05 12:00:00,Mouse,Impressoras,4343.68,7,PayPal,Nordeste,Website,Recorrente,30405.760000000002
1526,2023-03-05 13:00:00,Mouse,Periféricos,3264.59,6,Cartão de Crédito,Sudeste,Marketplace,Novo,19587.54
1527,2023-03-05 14:00:00,Câmera,Eletrônicos,1194.28,7,Cartão de Crédito,Nordeste,Redes Sociais,Recorrente,8359.96
1528,2023-03-05 15:00:00,Câmera,Fotografia,1934.47,2,Pix,Nordeste,Website,Novo,3868.94
1529,2023-03-05 16:00:00,Mouse,Fotografia,4884.23,3,Cartão de Crédito,Sul,Marketplace,Recorrente,14652.689999999999
1530,2023-03-05 17:00:00,Câmera,Periféricos,543.04,5,PayPal,Nordeste,Redes Sociais,Recorrente,2715.2
1531,2023-03-05 18:00:00,Câmera,Eletrônicos,1611.51,9,Cartão de Crédito,Nordeste,Website,Recorrente,14503.59
1532,2023-03-05 19:00:00,Monitor,Eletrônicos,4340.53,2,PayPal,Norte,Marketplace,Novo,8681.06
1533,2023-03-05 20:00:00,Monitor,Eletrônicos,2681.23,6,PayPal,Sul,Redes Sociais,Recorrente,16087.380000000001
1534,2023-03-05 21:00:00,Tablet,Acessórios,972.77,7,PayPal,Sudeste,Redes Sociais,Recorrente,6809.389999999999
1535,2023-03-05 22:00:00,Mouse,Impressoras,2528.22,10,Boleto Bancário,Nordeste,Redes Sociais,Recorrente,25282.199999999997
1536,2023-03-05 23:00:00,Smartphone,Acessórios,2317.03,9,Boleto Bancário,Sudeste,Redes Sociais,Novo,20853.27
1537,2023-03-06 00:00:00,Mouse,Eletrônicos,4635.43,6,PayPal,Norte,Website,Recorrente,27812.58
1538,2023-03-06 01:00:00,Mouse,Periféricos,156.37,8,Cartão de Crédito,Centro-Oeste,Website,Recorrente,1250.96
1539,2023-03-06 02:00:00,Smartwatch,Eletrônicos,1274.59,1,Cartão de Crédito,Centro-Oeste,Marketplace,Recorrente,1274.59
1540,2023-03-06 03:00:00,Smartwatch,Eletrônicos,2670.61,1,Pix,Sul,Redes Sociais,Novo,2670.61
1541,2023-03-06 04:00:00,Câmera,Impressoras,1701.17,3,Boleto Bancário,Centro-Oeste,Redes Sociais,Recorrente,5103.51
1542,2023-03-06 05:00:00,Notebook,Eletrônicos,1997.33,8,Pix,Nordeste,Website,Novo,15978.64
1543,2023-03-06 06:00:00,Monitor,Acessórios,827.18,3,Cartão de Crédito,Sudeste,Website,Recorrente,2481.54
1544,2023-03-06 07:00:00,Impressora,Fotografia,1766.56,1,Cartão de Crédito,Sul,Marketplace,Novo,1766.56
1545,2023-03-06 08:00:00,Smartphone,Impressoras,1791.97,7,Boleto Bancário,Sul,Redes Sociais,Recorrente,12543.79
1546,2023-03-06 09:00:00,Smartwatch,Impressoras,3144.89,4,PayPal,Sudeste,Website,Recorrente,12579.56
1547,2023-03-06 10:00:00,Mouse,Impressoras,1219.21,5,Pix,Norte,Redes Sociais,Novo,6096.05
1548,2023-03-06 11:00:00,Mouse,Eletrônicos,4892.31,6,Cartão de Crédito,Sudeste,Redes Sociais,Novo,29353.86
1549,2023-03-06 12:00:00,Notebook,Impressoras,2531.19,10,PayPal,Sul,Website,Novo,25311.9
1550,2023-03-06 13:00:00,Notebook,Impressoras,4068.87,2,PayPal,Nordeste,Website,Novo,8137.74
1551,2023-03-06 14:00:00,Monitor,Acessórios,3147.67,2,PayPal,Norte,Redes Sociais,Recorrente,6295.34
1552,2023-03-06 15:00:00,Smartwatch,Periféricos,4399.45,3,Cartão de Crédito,Norte,Redes Sociais,Recorrente,13198.349999999999
1553,2023-03-06 16:00:00,Smartphone,Acessórios,4457.49,4,Cartão de Crédito,Sudeste,Marketplace,Recorrente,17829.96
1554,2023-03-06 17:00:00,Smartphone,Acessórios,4083.55,9,Boleto Bancário,Sudeste,Website,Novo,36751.950000000004
1555,2023-03-06 18:00:00,Câmera,Periféricos,195.86,3,PayPal,Sul,Website,Recorrente,587.58
1556,2023-03-06 19:00:00,Câmera,Periféricos,2796.95,10,Pix,Sudeste,Redes Sociais,Novo,27969.5
1557,2023-03-06 20:00:00,Impressora,Impressoras,1436.96,7,Boleto Bancário,Sudeste,Marketplace,Recorrente,10058.720000000001
1558,2023-03-06 21:00:00,Teclado,Acessórios,800.96,6,PayPal,Sudeste,Redes Sociais,Recorrente,4805.76
1559,2023-03-06 22:00:00,Mouse,Eletrônicos,4491.02,8,Pix,Sul,Marketplace,Recorrente,35928.16
1560,2023-03-06 23:00:00,Câmera,Fotografia,3301.81,8,Pix,Nordeste,Website,Novo,26414.48
1561,2023-03-07 00:00:00,Impressora,Fotografia,484.59,3,Boleto Bancário,Sul,Redes Sociais,Recorrente,1453.77
1562,2023-03-07 01:00:00,Notebook,Fotografia,1941.93,5,PayPal,Centro-Oeste,Website,Novo,9709.65
1563,2023-03-07 02:00:00,Mouse,Acessórios,4805.0,3,Cartão de Crédito,Sudeste,Redes Sociais,Novo,14415.0
1564,2023-03-07 03:00:00,Câmera,Periféricos,3081.62,10,Boleto Bancário,Centro-Oeste,Website,Novo,30816.199999999997
1565,2023-03-07 04:00:00,Headphone,Impressoras,3146.35,6,Boleto Bancário,Centro-Oeste,Website,Novo,18878.1
1566,2023-03-07 05:00:00,Monitor,Impressoras,1175.77,5,Boleto Bancário,Norte,Redes Sociais,Recorrente,5878.85
1567,2023-03-07 06:00:00,Câmera,Fotografia,1239.79,4,Pix,Sul,Marketplace,Novo,4959.16
1568,2023-03-07 07:00:00,Mouse,Impressoras,806.11,2,PayPal,Centro-Oeste,Website,Novo,1612.22
1569,2023-03-07 08:00:00,Impressora,Eletrônicos,4854.16,7,Cartão de Crédito,Sul,Website,Recorrente,33979.119999999995
1570,2023-03-07 09:00:00,Tablet,Eletrônicos,4553.19,6,PayPal,Norte,Website,Recorrente,27319.14
1571,2023-03-07 10:00:00,Notebook,Periféricos,1679.96,3,Boleto Bancário,Nordeste,Website,Recorrente,5039.88
1572,2023-03-07 11:00:00,Mouse,Impressoras,2734.06,7,Pix,Nordeste,Redes Sociais,Novo,19138.42
1573,2023-03-07 12:00:00,Smartphone,Acessórios,1073.45,7,Pix,Sudeste,Redes Sociais,Recorrente,7514.150000000001
1574,2023-03-07 13:00:00,Monitor,Impressoras,735.95,10,Boleto Bancário,Sudeste,Marketplace,Novo,7359.5
1575,2023-03-07 14:00:00,Smartphone,Acessórios,2729.7,4,Pix,Sudeste,Marketplace,Recorrente,10918.8
1576,2023-03-07 15:00:00,Impressora,Fotografia,4010.52,1,PayPal,Centro-Oeste,Website,Novo,4010.52
1577,2023-03-07 16:00:00,Tablet,Acessórios,4319.81,1,Pix,Norte,Redes Sociais,Recorrente,4319.81
1578,2023-03-07 17:00:00,Notebook,Fotografia,1579.54,9,PayPal,Sul,Website,Recorrente,14215.86
1579,2023-03-07 18:00:00,Headphone,Eletrônicos,3540.43,10,PayPal,Nordeste,Marketplace,Novo,35404.299999999996
1580,2023-03-07 19:00:00,Mouse,Impressoras,2642.84,4,Pix,Centro-Oeste,Redes Sociais,Novo,10571.36
1581,2023-03-07 20:00:00,Mouse,Periféricos,719.5,2,Boleto Bancário,Sul,Website,Recorrente,1439.0
1582,2023-03-07 21:00:00,Impressora,Impressoras,4978.64,8,PayPal,Nordeste,Website,Recorrente,39829.12
1583,2023-03-07 22:00:00,Impressora,Fotografia,4880.1,4,Cartão de Crédito,Centro-Oeste,Marketplace,Recorrente,19520.4
1584,2023-03-07 23:00:00,Câmera,Impressoras,768.5,5,PayPal,Centro-Oeste,Website,Novo,3842.5
1585,2023-03-08 00:00:00,Tablet,Periféricos,4668.5,3,Pix,Norte,Marketplace,Novo,14005.5
1586,2023-03-08 01:00:00,Monitor,Fotografia,4589.7,1,PayPal,Centro-Oeste,Website,Novo,4589.7
1587,2023-03-08 02:00:00,Monitor,Fotografia,1621.61,7,Cartão de Crédito,Sul,Marketplace,Novo,11351.269999999999
1588,2023-03-08 03:00:00,Smartwatch,Periféricos,2808.83,10,Cartão de Crédito,Norte,Website,Recorrente,28088.3
1589,2023-03-08 04:00:00,Teclado,Impressoras,4745.58,7,Cartão de Crédito,Centro-Oeste,Website,Recorrente,33219.06
1590,2023-03-08 05:00:00,Teclado,Periféricos,636.02,10,Boleto Bancário,Centro-Oeste,Redes Sociais,Novo,6360.2
1591,2023-03-08 06:00:00,Monitor,Acessórios,1622.11,5,Cartão de Crédito,Norte,Redes Sociais,Novo,8110.549999999999
1592,2023-03-08 07:00:00,Câmera,Eletrônicos,4404.21,3,Boleto Bancário,Norte,Website,Recorrente,13212.630000000001
1593,2023-03-08 08:00:00,Notebook,Periféricos,3649.04,2,Cartão de Crédito,Sudeste,Redes Sociais,Novo,7298.08
1594,2023-03-08 09:00:00,Monitor,Fotografia,3838.9,6,Cartão de Crédito,Sudeste,Marketplace,Recorrente,23033.4
1595,2023-03-08 10:00:00,Smartphone,Acessórios,4406.65,3,PayPal,Centro-Oeste,Marketplace,Novo,13219.949999999999
1596,2023-03-08 11:00:00,Monitor,Eletrônicos,2099.5,10,Pix,Nordeste,Redes Sociais,Recorrente,20995.0
1597,2023-03-08 12:00:00,Smartphone,Periféricos,2085.7,2,Cartão de Crédito,Norte,Website,Novo,4171.4
1598,2023-03-08 13:00:00,Impressora,Eletrônicos,2242.87,1,Pix,Nordeste,Redes Sociais,Novo,2242.87
1599,2023-03-08 14:00:00,Teclado,Impressoras,4672.15,9,Boleto Bancário,Centro-Oeste,Marketplace,Recorrente,42049.35
1600,2023-03-08 15:00:00,Smartwatch,Fotografia,4475.94,7,Pix,Sudeste,Website,Recorrente,31331.579999999998
1601,2023-03-08 16:00:00,Smartwatch,Periféricos,4669.59,8,Pix,Sul,Redes Sociais,Novo,37356.72
1602,2023-03-08 17:00:00,Câmera,Fotografia,1405.29,8,Cartão de Crédito,Sul,Marketplace,Recorrente,11242.32
1603,2023-03-08 18:00:00,Tablet,Acessórios,3906.58,2,Pix,Norte,Redes Sociais,Novo,7813.16
1604,2023-03-08 19:00:00,Monitor,Acessórios,578.52,4,Cartão de Crédito,Sul,Website,Novo,2314.08
1605,2023-03-08 20:00:00,Smartphone,Eletrônicos,964.5,4,Boleto Bancário,Centro-Oeste,Redes Sociais,Novo,3858.0
1606,2023-03-08 21:00:00,Câmera,Acessórios,3824.12,4,Cartão de Crédito,Norte,Redes Sociais,Novo,15296.48
1607,2023-03-08 22:00:00,Tablet,Acessórios,3079.31,5,Pix,Sul,Redes Sociais,Novo,15396.55
1608,2023-03-08 23:00:00,Monitor,Periféricos,1370.97,5,PayPal,Sudeste,Marketplace,Novo,6854.85
1609,2023-03-09 00:00:00,Smartwatch,Fotografia,2856.86,8,Boleto Bancário,Centro-Oeste,Website,Recorrente,22854.88
1610,2023-03-09 01:00:00,Teclado,Eletrônicos,1193.01,7,Cartão de Crédito,Sul,Marketplace,Recorrente,8351.07
1611,2023-03-09 02:00:00,Tablet,Acessórios,1199.3,3,Pix,Sudeste,Marketplace,Recorrente,3597.8999999999996
1612,2023-03-09 03:00:00,Câmera,Fotografia,3452.52,7,Boleto Bancário,Sul,Redes Sociais,Recorrente,24167.64
1613,2023-03-09 04:00:00,Smartphone,Impressoras,1828.34,4,Boleto Bancário,Nordeste,Marketplace,Novo,7313.36
1614,2023-03-09 05:00:00,Smartwatch,Periféricos,3456.3,10,Boleto Bancário,Nordeste,Marketplace,Recorrente,34563.0
1615,2023-03-09 06:00:00,Impressora,Acessórios,2409.18,4,Cartão de Crédito,Sudeste,Redes Sociais,Novo,9636.72
1616,2023-03-09 07:00:00,Teclado,Acessórios,2536.51,5,PayPal,Sudeste,Website,Recorrente,12682.550000000001
1617,2023-03-09 08:00:00,Monitor,Acessórios,3043.32,4,Boleto Bancário,Nordeste,Marketplace,Recorrente,12173.28
1618,2023-03-09 09:00:00,Tablet,Fotografia,3574.49,7,PayPal,Sudeste,Redes Sociais,Novo,25021.43
1619,2023-03-09 10:00:00,Impressora,Periféricos,1901.1,3,Cartão de Crédito,Centro-Oeste,Marketplace,Recorrente,5703.299999999999
1620,2023-03-09 11:00:00,Smartphone,Periféricos,4268.04,7,Pix,Centro-Oeste,Redes Sociais,Recorrente,29876.28
1621,2023-03-09 12:00:00,Teclado,Fotografia,2482.66,3,Pix,Norte,Marketplace,Recorrente,7447.98
1622,2023-03-09 13:00:00,Impressora,Eletrônicos,730.69,1,Pix,Nordeste,Redes Sociais,Novo,730.69
1623,2023-03-09 14:00:00,Monitor,Periféricos,1006.64,5,Boleto Bancário,Centro-Oeste,Marketplace,Novo,5033.2
1624,2023-03-09 15:00:00,Notebook,Fotografia,209.54,5,PayPal,Sudeste,Marketplace,Novo,1047.7
1625,2023-03-09 16:00:00,Monitor,Fotografia,3834.47,4,Cartão de Crédito,Sudeste,Redes Sociais,Recorrente,15337.88
1626,2023-03-09 17:00:00,Smartwatch,Acessórios,124.32,10,PayPal,Centro-Oeste,Website,Recorrente,1243.1999999999998
1627,2023-03-09 18:00:00,Tablet,Fotografia,1385.8,8,Boleto Bancário,Norte,Marketplace,Recorrente,11086.4
1628,2023-03-09 19:00:00,Headphone,Acessórios,2094.57,4,Cartão de Crédito,Nordeste,Marketplace,Recorrente,8378.28
1629,2023-03-09 20:00:00,Monitor,Impressoras,3724.71,6,PayPal,Nordeste,Redes Sociais,Novo,22348.260000000002
1630,2023-03-09 21:00:00,Mouse,Fotografia,4941.8,10,PayPal,Sudeste,Redes Sociais,Novo,49418.0
1631,2023-03-09 22:00:00,Headphone,Periféricos,3800.99,8,Pix,Nordeste,Redes Sociais,Novo,30407.92
1632,2023-03-09 23:00:00,Headphone,Acessórios,377.37,2,PayPal,Nordeste,Marketplace,Novo,754.74
1633,2023-03-10 00:00:00,Tablet,Impressoras,4639.16,1,PayPal,Nordeste,Redes Sociais,Novo,4639.16
1634,2023-03-10 01:00:00,Tablet,Eletrônicos,4928.86,8,Boleto Bancário,Sudeste,Marketplace,Novo,39430.88
1635,2023-03-10 02:00:00,Smartphone,Eletrônicos,4342.29,3,Cartão de Crédito,Sul,Website,Novo,13026.869999999999
1636,2023-03-10 03:00:00,Smartwatch,Eletrônicos,2475.22,6,Pix,Sul,Website,Novo,14851.32
1637,2023-03-10 04:00:00,Smartphone,Acessórios,1658.23,7,Boleto Bancário,Nordeste,Marketplace,Recorrente,11607.61
1638,2023-03-10 05:00:00,Impressora,Fotografia,2314.85,4,PayPal,Sul,Website,Recorrente,9259.4
1639,2023-03-10 06:00:00,Impressora,Acessórios,1271.58,7,Cartão de Crédito,Nordeste,Marketplace,Recorrente,8901.06
1640,2023-03-10 07:00:00,Impressora,Eletrônicos,2054.09,7,Pix,Norte,Redes Sociais,Recorrente,14378.630000000001
1641,2023-03-10 08:00:00,Notebook,Fotografia,257.04,10,Pix,Sudeste,Marketplace,Novo,2570.4
1642,2023-03-10 09:00:00,Monitor,Impressoras,3689.89,5,Cartão de Crédito,Centro-Oeste,Marketplace,Novo,18449.45
1643,2023-03-10 10:00:00,Câmera,Eletrônicos,1932.85,2,PayPal,Sudeste,Website,Recorrente,3865.7
1644,2023-03-10 11:00:00,Tablet,Periféricos,1598.84,2,Cartão de Crédito,Norte,Website,Novo,3197.68
1645,2023-03-10 12:00:00,Câmera,Fotografia,3076.95,9,Pix,Centro-Oeste,Website,Novo,27692.55
1646,2023-03-10 13:00:00,Teclado,Acessórios,3725.22,1,PayPal,Sudeste,Marketplace,Novo,3725.22
1647,2023-03-10 14:00:00,Tablet,Acessórios,2989.34,1,PayPal,Norte,Redes Sociais,Novo,2989.34
1648,2023-03-10 15:00:00,Tablet,Periféricos,2649.89,6,PayPal,Centro-Oeste,Marketplace,Novo,15899.34
1649,2023-03-10 16:00:00,Tablet,Acessórios,4385.13,4,Cartão de Crédito,Centro-Oeste,Website,Recorrente,17540.52
1650,2023-03-10 17:00:00,Câmera,Periféricos,3945.25,8,Cartão de Crédito,Norte,Marketplace,Novo,31562.0
1651,2023-03-10 18:00:00,Tablet,Eletrônicos,2627.21,6,PayPal,Sul,Marketplace,Recorrente,15763.26
1652,2023-03-10 19:00:00,Mouse,Eletrônicos,2285.47,10,Boleto Bancário,Sudeste,Redes Sociais,Novo,22854.699999999997
1653,2023-03-10 20:00:00,Notebook,Acessórios,4143.7,10,Pix,Centro-Oeste,Redes Sociais,Recorrente,41437.0
1654,2023-03-10 21:00:00,Teclado,Fotografia,259.96,1,PayPal,Norte,Redes Sociais,Novo,259.96
1655,2023-03-10 22:00:00,Monitor,Acessórios,4979.39,1,Cartão de Crédito,Nordeste,Website,Novo,4979.39
1656,2023-03-10 23:00:00,Headphone,Eletrônicos,2617.58,5,Cartão de Crédito,Nordeste,Website,Novo,13087.9
1657,2023-03-11 00:00:00,Mouse,Fotografia,2008.28,9,Pix,Sudeste,Website,Recorrente,18074.52
1658,2023-03-11 01:00:00,Câmera,Periféricos,3689.09,10,Pix,Sudeste,Website,Novo,36890.9
1659,2023-03-11 02:00:00,Smartwatch,Eletrônicos,2810.62,7,Boleto Bancário,Norte,Website,Recorrente,19674.34
1660,2023-03-11 03:00:00,Mouse,Periféricos,2604.83,5,Cartão de Crédito,Nordeste,Marketplace,Novo,13024.15
1661,2023-03-11 04:00:00,Headphone,Impressoras,3171.71,7,Boleto Bancário,Centro-Oeste,Redes Sociais,Recorrente,22201.97
1662,2023-03-11 05:00:00,Impressora,Fotografia,294.01,6,Pix,Norte,Marketplace,Novo,1764.06
1663,2023-03-11 06:00:00,Headphone,Eletrônicos,1491.34,3,Cartão de Crédito,Nordeste,Marketplace,Recorrente,4474.0199999999995
1664,2023-03-11 07:00:00,Smartwatch,Periféricos,2020.3,9,Pix,Nordeste,Redes Sociais,Novo,18182.7
1665,2023-03-11 08:00:00,Mouse,Periféricos,1557.54,1,Cartão de Crédito,Norte,Marketplace,Novo,1557.54
1666,2023-03-11 09:00:00,Headphone,Periféricos,4146.72,10,Boleto Bancário,Norte,Website,Recorrente,41467.200000000004
1667,2023-03-11 10:00:00,Monitor,Acessórios,2333.67,3,PayPal,Norte,Redes Sociais,Recorrente,7001.01
1668,2023-03-11 11:00:00,Câmera,Acessórios,2141.19,5,Boleto Bancário,Centro-Oeste,Marketplace,Recorrente,10705.95
1669,2023-03-11 12:00:00,Mouse,Impressoras,3085.01,3,Pix,Sul,Redes Sociais,Novo,9255.03
1670,2023-03-11 13:00:00,Mouse,Impressoras,320.01,9,Pix,Nordeste,Website,Novo,2880.09
1671,2023-03-11 14:00:00,Smartwatch,Periféricos,2609.0,8,PayPal,Nordeste,Redes Sociais,Novo,20872.0
1672,2023-03-11 15:00:00,Teclado,Acessórios,754.09,6,PayPal,Sul,Redes Sociais,Recorrente,4524.54
1673,2023-03-11 16:00:00,Impressora,Fotografia,4157.97,8,PayPal,Sul,Website,Novo,33263.76
1674,2023-03-11 17:00:00,Impressora,Fotografia,2285.91,3,Pix,Sudeste,Marketplace,Novo,6857.73
1675,2023-03-11 18:00:00,Teclado,Periféricos,3627.1,2,Boleto Bancário,Centro-Oeste,Website,Novo,7254.2
1676,2023-03-11 19:00:00,Tablet,Acessórios,610.2,6,PayPal,Centro-Oeste,Website,Novo,3661.2000000000003
1677,2023-03-11 20:00:00,Headphone,Fotografia,3904.72,9,Cartão de Crédito,Sudeste,Marketplace,Novo,35142.479999999996
1678,2023-03-11 21:00:00,Câmera,Acessórios,4692.32,7,Pix,Sul,Website,Recorrente,32846.24
1679,2023-03-11 22:00:00,Tablet,Impressoras,3495.77,3,Pix,Norte,Website,Novo,10487.31
1680,2023-03-11 23:00:00,Smartwatch,Periféricos,719.77,5,Boleto Bancário,Centro-Oeste,Redes Sociais,Novo,3598.85
1681,2023-03-12 00:00:00,Notebook,Periféricos,2097.12,2,Boleto Bancário,Centro-Oeste,Redes Sociais,Novo,4194.24
1682,2023-03-12 01:00:00,Mouse,Acessórios,2281.88,6,PayPal,Norte,Website,Recorrente,13691.28
1683,2023-03-12 02:00:00,Monitor,Acessórios,935.45,1,Pix,Nordeste,Marketplace,Recorrente,935.45
1684,2023-03-12 03:00:00,Impressora,Eletrônicos,2972.06,3,Cartão de Crédito,Sudeste,Redes Sociais,Novo,8916.18
1685,2023-03-12 04:00:00,Smartphone,Fotografia,3577.54,8,PayPal,Norte,Marketplace,Recorrente,28620.32
1686,2023-03-12 05:00:00,Impressora,Impressoras,1049.56,5,Boleto Bancário,Centro-Oeste,Redes Sociais,Recorrente,5247.799999999999
1687,2023-03-12 06:00:00,Smartphone,Fotografia,2300.68,6,Cartão de Crédito,Centro-Oeste,Redes Sociais,Novo,13804.079999999998
1688,2023-03-12 07:00:00,Smartwatch,Eletrônicos,1287.91,7,Boleto Bancário,Centro-Oeste,Marketplace,Recorrente,9015.37
1689,2023-03-12 08:00:00,Smartphone,Acessórios,3474.0,5,PayPal,Centro-Oeste,Redes Sociais,Novo,17370.0
1690,2023-03-12 09:00:00,Tablet,Fotografia,4540.45,5,Cartão de Crédito,Norte,Marketplace,Recorrente,22702.25
1691,2023-03-12 10:00:00,Smartwatch,Periféricos,3992.61,10,Boleto Bancário,Sudeste,Website,Recorrente,39926.1
1692,2023-03-12 11:00:00,Mouse,Fotografia,3605.95,5,Pix,Sudeste,Marketplace,Novo,18029.75
1693,2023-03-12 12:00:00,Impressora,Acessórios,661.54,9,Pix,Centro-Oeste,Marketplace,Novo,5953.86
1694,2023-03-12 13:00:00,Tablet,Fotografia,615.12,6,PayPal,Norte,Marketplace,Recorrente,3690.7200000000003
1695,2023-03-12 14:00:00,Teclado,Eletrônicos,2274.52,7,Cartão de Crédito,Centro-Oeste,Marketplace,Recorrente,15921.64
1696,2023-03-12 15:00:00,Smartphone,Impressoras,1846.57,3,Boleto Bancário,Centro-Oeste,Website,Recorrente,5539.71
1697,2023-03-12 16:00:00,Headphone,Acessórios,2642.9,6,Boleto Bancário,Sul,Marketplace,Novo,15857.400000000001
1698,2023-03-12 17:00:00,Mouse,Periféricos,1951.23,8,Pix,Nordeste,Marketplace,Novo,15609.84
1699,2023-03-12 18:00:00,Monitor,Eletrônicos,3965.78,3,PayPal,Nordeste,Redes Sociais,Recorrente,11897.34
1700,2023-03-12 19:00:00,Notebook,Acessórios,2582.75,9,Cartão de Crédito,Sudeste,Marketplace,Recorrente,23244.75
1701,2023-03-12 20:00:00,Teclado,Periféricos,4751.28,8,Pix,Nordeste,Redes Sociais,Novo,38010.24
1702,2023-03-12 21:00:00,Notebook,Periféricos,1924.46,1,Pix,Sudeste,Marketplace,Novo,1924.46
1703,2023-03-12 22:00:00,Teclado,Acessórios,1934.0,4,Pix,Nordeste,Marketplace,Recorrente,7736.0
1704,2023-03-12 23:00:00,Impressora,Eletrônicos,3852.89,3,Boleto Bancário,Sudeste,Marketplace,Recorrente,11558.67
1705,2023-03-13 00:00:00,Monitor,Periféricos,4565.65,1,PayPal,Centro-Oeste,Marketplace,Novo,4565.65
1706,2023-03-13 01:00:00,Headphone,Impressoras,2849.18,4,Pix,Nordeste,Redes Sociais,Recorrente,11396.72
1707,2023-03-13 02:00:00,Teclado,Eletrônicos,3314.68,3,Pix,Norte,Marketplace,Novo,9944.039999999999
1708,2023-03-13 03:00:00,Smartphone,Periféricos,792.94,1,Boleto Bancário,Sul,Marketplace,Recorrente,792.94
1709,2023-03-13 04:00:00,Monitor,Acessórios,4350.65,8,Cartão de Crédito,Nordeste,Website,Novo,34805.2
1710,2023-03-13 05:00:00,Headphone,Acessórios,935.39,5,Cartão de Crédito,Sudeste,Marketplace,Novo,4676.95
1711,2023-03-13 06:00:00,Notebook,Eletrônicos,3574.64,3,Cartão de Crédito,Norte,Website,Novo,10723.92
1712,2023-03-13 07:00:00,Monitor,Periféricos,2126.93,8,Boleto Bancário,Sudeste,Marketplace,Novo,17015.44
1713,2023-03-13 08:00:00,Smartphone,Periféricos,1582.12,7,Boleto Bancário,Centro-Oeste,Marketplace,Recorrente,11074.84
1714,2023-03-13 09:00:00,Monitor,Eletrônicos,3854.72,2,PayPal,Norte,Redes Sociais,Recorrente,7709.44
1715,2023-03-13 10:00:00,Tablet,Eletrônicos,2258.98,8,Cartão de Crédito,Norte,Website,Recorrente,18071.84
1716,2023-03-13 11:00:00,Tablet,Eletrônicos,3150.94,1,Boleto Bancário,Centro-Oeste,Marketplace,Recorrente,3150.94
1717,2023-03-13 12:00:00,Notebook,Impressoras,631.89,8,Cartão de Crédito,Sudeste,Marketplace,Recorrente,5055.12
1718,2023-03-13 13:00:00,Smartwatch,Impressoras,701.28,6,PayPal,Nordeste,Website,Recorrente,4207.68
1719,2023-03-13 14:00:00,Mouse,Impressoras,1054.12,9,Pix,Sul,Redes Sociais,Recorrente,9487.079999999998
1720,2023-03-13 15:00:00,Tablet,Acessórios,3131.67,8,Cartão de Crédito,Centro-Oeste,Website,Recorrente,25053.36
1721,2023-03-13 16:00:00,Mouse,Impressoras,1302.9,8,Pix,Centro-Oeste,Website,Recorrente,10423.2
1722,2023-03-13 17:00:00,Mouse,Impressoras,2320.28,8,Pix,Centro-Oeste,Redes Sociais,Recorrente,18562.24
1723,2023-03-13 18:00:00,Câmera,Impressoras,4284.28,2,PayPal,Nordeste,Redes Sociais,Recorrente,8568.56
1724,2023-03-13 19:00:00,Notebook,Periféricos,2740.33,3,PayPal,Sul,Marketplace,Recorrente,8220.99
1725,2023-03-13 20:00:00,Smartphone,Fotografia,78.47,2,Pix,Sul,Marketplace,Novo,156.94
1726,2023-03-13 21:00:00,Notebook,Impressoras,4419.38,6,Cartão de Crédito,Sul,Marketplace,Recorrente,26516.28
1727,2023-03-13 22:00:00,Smartwatch,Eletrônicos,1227.5,2,Pix,Sul,Website,Recorrente,2455.0
